Location,2019_income,2020_income,2021_income,2021_rank_in_state,2020_perc_change,2021_perc_change,2021_rank_in_state_1
Paulding,41315,45740,48972,51,10.7,7.1,25
Perry,39486,43130,46028,69,9.2,6.7,33
Pickaway,42334,46614,49425,45,10.1,6,58
Pike,39758,43639,46730,64,9.8,7.1,24
Portage,46092,49221,51995,36,6.8,5.6,77
Preble,41128,45111,48600,53,9.7,7.7,6
Putnam,49854,53906,57868,17,8.1,7.3,17
Richland,39903,43561,46366,66,9.2,6.4,45
Ross,38739,42468,45596,73,9.6,7.4,16
Sandusky,41968,45645,48982,50,8.8,7.3,18
Scioto,41291,43698,46946,62,5.8,7.4,13
Seneca,40328,44981,47605,60,11.5,5.8,69
Shelby,45896,49486,52547,32,7.8,6.2,52
Stark,45901,49197,52426,33,7.2,6.6,39
Summit,53540,57035,60771,10,6.5,6.6,41
Trumbull,40338,43700,46356,67,8.3,6.1,57
Tuscarawas,44215,47139,50625,39,6.6,7.4,15
Union,58178,61633,64967,5,5.9,5.4,83
Van Wert,42094,46137,49328,46,9.6,6.9,29
Vinton,35464,39672,42290,85,11.9,6.6,37
Warren,62927,66080,69581,3,5,5.3,84
Washington,44669,47691,50549,40,6.8,6,61
Wayne,46253,49525,52817,30,7.1,6.6,35
Williams,42545,45983,49310,47,8.1,7.2,20
Wood,48351,51122,53892,28,5.7,5.4,82
Wyandot,45761,50254,54342,25,9.8,8.1,4
,,,,,,,
Oklahoma,48646,50518,53870,,3.8,6.6,
Adair,32854,36005,41496,62,9.6,15.3,3
Alfalfa,38514,40128,43695,51,4.2,8.9,20
Atoka,32373,34326,36195,76,6,5.4,67
Beaver,55602,56870,65668,5,2.3,15.5,2
Beckham,37090,37821,40147,73,2,6.2,56
Blaine,47191,45732,53081,13,-3.1,16.1,1
Bryan,37796,40318,43871,48,6.7,8.8,21
Caddo,39266,41445,45452,42,5.5,9.7,13
Canadian,46536,47987,50309,20,3.1,4.8,73
Carter,43831,45673,48733,26,4.2,6.7,50
Cherokee,35544,37729,40638,69,6.1,7.7,33
Choctaw,33313,36804,40395,71,10.5,9.8,12
Cimarron,61841,62184,68769,2,0.6,10.6,9
Cleveland,45294,47292,49946,22,4.4,5.6,63
Coal,40247,40718,44170,45,1.2,8.5,23
Comanche,42511,45353,47650,33,6.7,5.1,71
Cotton,45057,49068,51300,16,8.9,4.5,75
Craig,39611,41011,43958,46,3.5,7.2,39
Creek,42775,45323,47927,30,6,5.7,62
Custer,41388,42941,46226,39,3.8,7.7,35
Delaware,36145,37927,40950,67,4.9,8,31
Dewey,53322,51015,53807,11,-4.3,5.5,64
Ellis,55054,53911,57564,9,-2.1,6.8,43
Garfield,43701,44850,48861,24,2.6,8.9,18
Garvin,43021,46164,48690,27,7.3,5.5,65
Grady,42770,44915,47840,31,5,6.5,53
Grant,49106,54509,60177,7,11,10.4,10
Greer,30780,33100,35502,77,7.5,7.3,38
Harmon,41603,45852,51088,18,10.2,11.4,8
Harper,54839,52763,54555,10,-3.8,3.4,76
Haskell,36002,37707,42506,57,4.7,12.7,7
Hughes,41203,40999,46703,37,-0.5,13.9,4
Jackson,42542,45539,49372,23,7,8.4,24
Jefferson,37175,40359,41152,64,8.6,2,77
Johnston,37159,40616,43246,54,9.3,6.5,54
Kay,41547,44804,47817,32,7.8,6.7,46
Kingfisher,59692,61709,67299,3,3.4,9.1,17
Kiowa,38343,42364,45875,40,10.5,8.3,27
Latimer,36760,38117,40932,68,3.7,7.4,36
Le Flore,34678,36472,40214,72,5.2,10.3,11
Lincoln,38990,41876,44687,43,7.4,6.7,47
Logan,44296,45694,48559,28,3.2,6.3,55
Love,39229,41135,43592,52,4.9,6,58
McClain,49042,50262,53330,12,2.5,6.1,57
McCurtain,35030,37605,42574,56,7.4,13.2,6
McIntosh,37404,40174,42241,58,7.4,5.1,70
Major,42600,43220,47185,34,1.5,9.2,16
Marshall,37863,41119,43325,53,8.6,5.4,69
Mayes,38676,41812,44615,44,8.1,6.7,48
Murray,43630,45070,48831,25,3.3,8.3,25
Muskogee,38355,40934,43699,50,6.7,6.8,45
Noble,45429,47928,51172,17,5.5,6.8,44
Nowata,40117,42909,46337,38,7,8,30
Okfuskee,32870,34939,37839,75,6.3,8.3,26
Oklahoma,56727,58984,63151,6,4,7.1,41
Okmulgee,36446,38936,41808,61,6.8,7.4,37
Osage,37056,39439,42015,60,6.4,6.5,52
Ottawa,38936,42066,45484,41,8,8.1,28
Pawnee,38894,41104,43859,49,5.7,6.7,49
Payne,39008,41541,43952,47,6.5,5.8,60
Pittsburg,39340,40110,42102,59,2,5,72
Pontotoc,45338,48300,51619,15,6.5,6.9,42
Pottawatomie,40419,42897,46730,36,6.1,8.9,19
Pushmataha,32855,35987,39442,74,9.5,9.6,14
Roger Mills,43864,46890,50590,19,6.9,7.9,32
Rogers,47480,49464,52142,14,4.2,5.4,68
Seminole,35993,38386,41119,65,6.6,7.1,40
Sequoyah,35943,39081,42780,55,8.7,9.5,15
Stephens,43968,45647,48328,29,3.8,5.9,59
Texas,52877,51093,58194,8,-3.4,13.9,5
Tillman,38397,37561,40610,70,-2.2,8.1,29
Tulsa,63538,62889,66535,4,-1,5.8,61
Wagoner,43020,45032,47142,35,4.7,4.7,74
Washington,58893,73262,78103,1,24.4,6.6,51
Washita,36697,38035,40961,66,3.6,7.7,34
Woods,44862,46245,50198,21,3.1,8.5,22
Woodward,37189,39048,41180,63,5,5.5,66
,,,,,,,
Oregon,52718,57005,61596,,8.1,8.1,
Baker,41127,44857,48107,31,9.1,7.2,27
Benton,47290,50628,54174,13,7.1,7,29
Clackamas,62194,66419,71504,2,6.8,7.7,23
Clatsop,45253,49063,52250,21,8.4,6.5,31
Columbia,45762,49273,53573,15,7.7,8.7,7
Coos,46736,51557,55759,10,10.3,8.2,18
Crook,43670,47093,50708,25,7.8,7.7,22
Curry,45002,48934,53044,16,8.7,8.4,15
Deschutes,58666,63872,67743,4,8.9,6.1,34
Douglas,42488,46948,50595,26,10.5,7.8,21
Gilliam,55635,64369,63645,7,15.7,-1.1,36
Grant,42841,47602,50870,24,11.1,6.9,30
Harney,40504,44912,49257,29,10.9,9.7,4
Hood River,55537,60167,65127,6,8.3,8.2,17
Jackson,47774,52410,56842,8,9.7,8.5,12
Jefferson,36078,39948,43145,34,10.7,8,19
Josephine,44048,49062,54466,12,11.4,11,1
Klamath,40236,44133,48050,32,9.7,8.9,6
Lake,40872,44274,47066,33,8.3,6.3,32
Lane,46752,51272,55146,11,9.7,7.6,24
Lincoln,45542,48876,52482,20,7.3,7.4,26
Linn,44501,48357,52695,18,8.7,9,5
Malheur,32651,35489,38923,36,8.7,9.7,3
Marion,44921,49022,53791,14,9.1,9.7,2
Morrow,46189,48990,51670,22,6.1,5.5,35
Multnomah,59993,64858,70331,3,8.1,8.4,13
Polk,43012,45835,49781,28,6.6,8.6,10
Sherman,55593,63097,67558,5,13.5,7.1,28
Tillamook,45064,48609,51643,23,7.9,6.2,33
Umatilla,40364,44604,48439,30,10.5,8.6,11
Union,42107,46076,50053,27,9.4,8.6,8
Wallowa,44689,48880,52999,17,9.4,8.4,14
Wasco,43622,48355,52527,19,10.9,8.6,9
Washington,62493,66270,71537,1,6,7.9,20
Wheeler,36225,39648,42637,35,9.4,7.5,25
Yamhill,47337,51486,55802,9,8.8,8.4,16
,,,,,,,
Pennsylvania,56952,60685,64279,,6.6,5.9,
Adams,49380,52801,55752,24,6.9,5.6,42
Allegheny,63478,66702,70580,5,5.1,5.8,35
Armstrong,46020,50598,54198,32,9.9,7.1,11
Beaver,49021,53495,56452,19,9.1,5.5,46
Bedford,42995,46031,49916,52,7.1,8.4,1
Berks,50657,55045,57970,17,8.7,5.3,51
Blair,47034,51007,54470,29,8.4,6.8,15
Bradford,43589,46144,49063,60,5.9,6.3,27
Bucks,75056,79239,83011,3,5.6,4.8,61
Butler,60060,63693,67203,6,6,5.5,47
Cambria,43120,46609,49472,55,8.1,6.1,30
Cameron,46309,51527,54352,31,11.3,5.5,50
Carbon,52818,56231,59317,15,6.5,5.5,49
Centre,49211,52699,54994,28,7.1,4.4,64
Chester,87486,91122,95483,1,4.2,4.8,60
Clarion,43226,47111,49611,53,9,5.3,52
Clearfield,45050,49517,52478,36,9.9,6,32
Clinton,43321,47075,49312,58,8.7,4.8,62
Columbia,43624,47565,50176,50,9,5.5,48
Crawford,41976,45838,48431,61,9.2,5.7,41
Cumberland,56628,61296,63650,9,8.2,3.8,65
Dauphin,52037,55487,58741,16,6.6,5.9,34
Delaware,69433,72700,77180,4,4.7,6.2,29
Elk,46954,51310,51653,39,9.3,0.7,67
Erie,45883,49969,52747,35,8.9,5.6,45
Fayette,43186,47448,51007,43,9.9,7.5,3
Forest,24922,28305,29573,67,13.6,4.5,63
Franklin,48017,51665,55139,27,7.6,6.7,17
Fulton,45295,48242,49929,51,6.5,3.5,66
Greene,44620,47846,50266,48,7.2,5.1,57
Huntingdon,39855,44087,46331,66,10.6,5.1,56
Indiana,41489,44804,47945,63,8,7,13
Jefferson,43852,47510,50240,49,8.3,5.7,38
Juniata,47788,52855,56422,20,10.6,6.7,16
Lackawanna,47435,51419,54380,30,8.4,5.8,36
Lancaster,54061,58214,61547,12,7.7,5.7,39
Lawrence,44147,48385,51611,40,9.6,6.7,18
Lebanon,48912,52399,55803,23,7.1,6.5,21
Lehigh,54791,58227,62537,11,6.3,7.4,5
Luzerne,44987,49172,52300,38,9.3,6.4,25
Lycoming,44394,48075,50464,47,8.3,5,59
McKean,45010,48118,51169,42,6.9,6.3,26
Mercer,42598,46310,49311,59,8.7,6.5,22
Mifflin,40116,44040,46768,65,9.8,6.2,28
Monroe,45196,49469,53118,34,9.5,7.4,7
Montgomery,79267,84342,88671,2,6.4,5.1,55
Montour,57124,60685,64548,8,6.2,6.4,24
Northampton,56142,59080,63256,10,5.2,7.1,12
Northumberland,42391,46431,49525,54,9.5,6.7,19
Perry,46931,50363,53700,33,7.3,6.6,20
Philadelphia,54010,56685,60869,13,5,7.4,6
Pike,50137,52415,56008,21,4.5,6.9,14
Potter,45232,47845,51432,41,5.8,7.5,4
Schuylkill,42971,46834,49451,56,9,5.6,43
Snyder,43481,47418,50846,44,9.1,7.2,9
Somerset,42173,45843,48135,62,8.7,5,58
Sullivan,49647,52767,55564,25,6.3,5.3,53
Susquehanna,48990,51186,55354,26,4.5,8.1,2
Tioga,41371,44366,47572,64,7.2,7.2,10
Union,44452,47782,50630,46,7.5,6,33
Venango,43572,47240,50691,45,8.4,7.3,8
Warren,43634,46945,49356,57,7.6,5.1,54
Washington,57447,61945,65452,7,7.8,5.7,40
Wayne,45567,49187,52351,37,7.9,6.4,23
Westmoreland,52476,56620,59874,14,7.9,5.7,37
Wyoming,48722,52731,55902,22,8.2,6,31
York,51295,54808,57870,18,6.8,5.6,44
,,,,,,,
Rhode Island,55830,59941,64376,,7.4,7.4,
Bristol,78427,82053,87810,1,4.6,7,2
Kent,60103,63582,67906,4,5.8,6.8,4
Newport,73416,78693,84054,2,7.2,6.8,3
Providence,48251,52324,56429,5,8.4,7.8,1
Washington,68280,72917,77855,3,6.8,6.8,5
,,,,,,,
South Carolina,46681,49105,52467,,5.2,6.8,
Abbeville,34990,38094,40596,42,8.9,6.6,32
Aiken,45459,48208,51057,11,6,5.9,37
Allendale,34309,39852,41814,33,16.2,4.9,46
Anderson,41621,43933,46894,20,5.6,6.7,30
Bamberg,36074,38795,41081,39,7.5,5.9,38
Barnwell,35568,38813,41828,32,9.1,7.8,23
Beaufort,63489,66301,70166,2,4.4,5.8,41
Berkeley,43510,45454,48919,15,4.5,7.6,24
Calhoun,43214,46304,50375,14,7.2,8.8,12
Charleston,67053,68720,73032,1,2.5,6.3,35
Cherokee,34346,37154,40230,43,8.2,8.3,18
Chester,35924,39521,43169,29,10,9.2,9
Chesterfield,34058,36209,39538,45,6.3,9.2,10
Clarendon,37054,40794,44874,24,10.1,10,5
Colleton,36296,39240,42481,30,8.1,8.3,19
Darlington,41182,44051,47845,17,7,8.6,16
Dillon,32450,35315,39567,44,8.8,12,1
Dorchester,41157,43321,46857,21,5.3,8.2,20
Edgefield,39389,42991,45299,23,9.1,5.4,44
Fairfield,40794,44890,48634,16,10,8.3,17
Florence,44609,47692,51554,10,6.9,8.1,21
Georgetown,50433,53677,57656,3,6.4,7.4,25
Greenville,50680,52376,55442,5,3.3,5.9,40
Greenwood,38712,41762,44723,25,7.9,7.1,28
Hampton,33314,38107,41689,34,14.4,9.4,7
Horry,41360,44241,46817,22,7,5.8,42
Jasper,35901,39314,41531,35,9.5,5.6,43
Kershaw,44272,46901,50635,12,5.9,8,22
Lancaster,53991,51986,55033,7,-3.7,5.9,39
Laurens,36102,38476,41245,38,6.6,7.2,26
Lee,33989,37142,41364,37,9.3,11.4,2
Lexington,49874,51900,55304,6,4.1,6.6,33
McCormick,39739,42206,44391,27,6.2,5.2,45
Marion,34745,37956,41519,36,9.2,9.4,8
Marlboro,31256,34189,37933,46,9.4,11,3
Newberry,40342,43190,46917,19,7.1,8.6,15
Oconee,46804,48945,52336,9,4.6,6.9,29
Orangeburg,35639,38860,42376,31,9,9,11
Pickens,39339,41135,43842,28,4.6,6.6,31
Richland,47123,49808,52980,8,5.7,6.4,34
Saluda,37994,40423,44503,26,6.4,10.1,4
Spartanburg,45010,47641,50596,13,5.8,6.2,36
Sumter,40042,42961,47046,18,7.3,9.5,6
Union,34503,37527,40821,40,8.8,8.8,14
Williamsburg,33664,37456,40746,41,11.3,8.8,13
York,50047,52800,56566,4,5.5,7.1,27
,,,,,,,
South Dakota,55294,60446,64462,,9.3,6.6,
Aurora,40181,48166,54512,48,19.9,13.2,17
Beadle,48558,52156,55409,47,7.4,6.2,47
Bennett,36061,42172,46894,58,16.9,11.2,24
Bon Homme,40638,42965,47665,56,5.7,10.9,28
Brookings,48112,51581,53860,50,7.2,4.4,59
Brown,56126,63550,66044,23,13.2,3.9,63
Brule,45995,53397,59267,40,16.1,11,27
Buffalo,20104,25764,32773,65,28.2,27.2,2
Butte,40729,44148,45885,59,8.4,3.9,62
Campbell,46144,67948,79723,6,47.3,17.3,8
Charles Mix,40561,45485,50673,54,12.1,11.4,23
Clark,47342,69360,71383,16,46.5,2.9,65
Clay,39918,42439,47288,57,6.3,11.4,22
Codington,51821,56540,59387,39,9.1,5,53
Corson,27953,31967,38834,62,14.4,21.5,5
Custer,53960,57307,59756,38,6.2,4.3,61
Davison,52030,55929,59258,41,7.5,6,50
Day,46021,62749,65558,26,36.3,4.5,57
Deuel,50684,60006,62580,33,18.4,4.3,60
Dewey,41097,50885,54255,49,23.8,6.6,45
Douglas,59865,61017,67626,21,1.9,10.8,29
Edmunds,52408,64747,77988,8,23.5,20.5,6
Fall River,45904,48905,51225,51,6.5,4.7,54
Faulk,58078,68854,80152,5,18.6,16.4,11
Grant,51119,58307,63935,31,14.1,9.7,33
Gregory,46928,53369,57305,46,13.7,7.4,40
Haakon,47567,68305,74530,13,43.6,9.1,34
Hamlin,44375,52353,57440,44,18,9.7,31
Hand,53790,66367,75506,12,23.4,13.8,16
Hanson,65767,71333,77579,9,8.5,8.8,38
Harding,51121,49327,60414,36,-3.5,22.5,4
Hughes,53823,55955,61666,34,4,10.2,30
Hutchinson,56256,58623,65945,24,4.2,12.5,19
Hyde,48738,63924,70095,18,31.2,9.7,32
Jackson,30066,35221,39102,61,17.1,11,26
Jerauld,42449,54371,62655,32,28.1,15.2,12
Jones,55122,57309,86307,4,4,50.6,1
Kingsbury,55601,66824,70430,17,20.2,5.4,52
Lake,57067,64650,69817,19,13.3,8,39
Lawrence,54648,57791,60510,35,5.8,4.7,55
Lincoln,69978,73915,77245,10,5.6,4.5,56
Lyman,42109,47700,57365,45,13.3,20.3,7
McCook,53326,59210,67402,22,11,13.8,15
McPherson,41577,55802,65047,28,34.2,16.6,10
Marshall,54896,71354,72571,15,30,1.7,66
Meade,43775,47918,50972,52,9.5,6.4,46
Mellette,31049,35580,43805,60,14.6,23.1,3
Miner,47793,58389,65438,27,22.2,12.1,21
Minnehaha,62031,66044,69693,20,6.5,5.5,51
Moody,52556,61461,65719,25,16.9,6.9,44
Oglala Lakota,26352,30527,34333,64,15.8,12.5,20
Pennington,56872,61312,64035,30,7.8,4.4,58
Perkins,40031,46484,50692,53,16.1,9.1,35
Potter,68426,81156,87031,3,18.6,7.2,42
Roberts,37764,46077,50205,55,22,9,36
Sanborn,53894,62682,64677,29,16.3,3.2,64
Spink,55538,71992,76434,11,29.6,6.2,49
Stanley,66010,66966,78300,7,1.4,16.9,9
Sully,75293,100044,106241,2,32.9,6.2,48
Todd,28052,31093,35663,63,10.8,14.7,14
Tripp,47916,53339,60022,37,11.3,12.5,18
Turner,61701,63596,73093,14,3.1,14.9,13
Union,118994,125786,134811,1,5.7,7.2,43
Walworth,46362,54683,58681,43,17.9,7.3,41
Yankton,51256,54361,59224,42,6.1,8.9,37
Ziebach,20352,27459,30532,66,34.9,11.2,25
,,,,,,,
Tennessee,49343,52351,56560,,6.1,8,
Anderson,44090,47198,50901,17,7,7.8,52
Bedford,39243,41608,46083,40,6,10.8,9
Benton,35071,38021,40963,68,8.4,7.7,55
Bledsoe,28598,30830,33675,94,7.8,9.2,26
Blount,45860,49002,52596,11,6.9,7.3,60
Bradley,40228,43319,46409,38,7.7,7.1,65
Campbell,35824,38706,42471,56,8,9.7,18
Cannon,37663,40263,44419,46,6.9,10.3,11
Carroll,36312,37686,40502,72,3.8,7.5,58
Carter,35153,37632,40739,71,7.1,8.3,46
Cheatham,47099,49389,54069,10,4.9,9.5,22
Chester,35315,39057,41568,62,10.6,6.4,79
Claiborne,36464,39045,42542,55,7.1,9,30
Clay,32550,34540,40338,76,6.1,16.8,1
Cocke,33984,37322,40384,74,9.8,8.2,47
Coffee,41181,43805,46299,39,6.4,5.7,91
Crockett,42303,44625,49729,22,5.5,11.4,6
Cumberland,39092,41720,44295,49,6.7,6.2,85
Davidson,71100,74857,82087,2,5.3,9.7,19
Decatur,43581,45823,48912,26,5.1,6.7,72
DeKalb,41954,44606,47634,33,6.3,6.8,70
Dickson,43611,45932,50218,19,5.3,9.3,24
Dyer,42418,46124,51559,14,8.7,11.8,4
Fayette,58804,62949,68153,3,7,8.3,45
Fentress,35093,37450,40402,73,6.7,7.9,51
Franklin,40494,43348,45975,41,7,6.1,86
Gibson,39164,42264,46449,37,7.9,9.9,16
Giles,38464,40755,43321,53,6,6.3,81
Grainger,35331,38242,41569,61,8.2,8.7,33
Greene,37107,39047,41796,59,5.2,7,66
Grundy,33628,36609,39349,80,8.9,7.5,57
Hamblen,38554,41810,45234,44,8.4,8.2,48
Hamilton,54475,56545,60089,5,3.8,6.3,82
Hancock,28021,31325,34135,93,11.8,9,29
Hardeman,30266,32742,35485,92,8.2,8.4,39
Hardin,39199,42352,45053,45,8,6.4,80
Hawkins,35369,38232,41436,65,8.1,8.4,37
Haywood,33721,36712,41503,63,8.9,13.1,2
Henderson,37644,40776,44357,47,8.3,8.8,32
Henry,42710,46773,49852,21,9.5,6.6,74
Hickman,35945,37869,41689,60,5.4,10.1,13
Houston,34415,36475,39128,82,6,7.3,62
Humphreys,39322,41538,44127,50,5.6,6.2,83
Jackson,33366,36084,38953,84,8.1,8,50
Jefferson,38765,41324,44330,48,6.6,7.3,61
Johnson,33282,35623,37936,87,7,6.5,77
Knox,52753,56206,59934,6,6.5,6.6,73
Lake,24802,26127,29534,95,5.3,13,3
Lauderdale,32784,36121,39733,77,10.2,10,14
Lawrence,35784,37678,41310,66,5.3,9.6,20
Lewis,36069,39399,41476,64,9.2,5.3,94
Lincoln,41767,44963,48683,27,7.7,8.3,44
Loudon,54449,57594,60642,4,5.8,5.3,93
McMinn,37942,40753,43715,51,7.4,7.3,63
McNairy,33591,35878,38354,86,6.8,6.9,67
Macon,33618,35659,39669,78,6.1,11.2,7
Madison,43975,47357,51004,16,7.7,7.7,56
Marion,40301,43088,46559,36,6.9,8.1,49
Marshall,40704,43516,47446,35,6.9,9,28
Maury,45199,48017,52041,13,6.2,8.4,38
Meigs,34639,37645,39452,79,8.7,4.8,95
Monroe,36325,39204,42276,57,7.9,7.8,53
Montgomery,42647,45493,48104,31,6.7,5.7,90
Moore,43240,45380,48015,32,4.9,5.8,88
Morgan,32561,35188,39005,83,8.1,10.8,8
Obion,40375,43488,48493,29,7.7,11.5,5
Overton,35018,37812,40959,69,8,8.3,42
Perry,34491,35934,38404,85,4.2,6.9,68
Pickett,40574,42952,45308,43,5.9,5.5,92
Polk,33761,35848,39180,81,6.2,9.3,25
Putnam,41621,44512,47536,34,6.9,6.8,69
Rhea,36163,39571,42174,58,9.4,6.6,75
Roane,43488,46373,49972,20,6.6,7.8,54
Robertson,44306,46519,51097,15,5,9.8,17
Rutherford,43273,45604,49411,23,5.4,8.3,40
Scott,31373,34229,37333,88,9.1,9.1,27
Sequatchie,38090,41286,43709,52,8.4,5.9,87
Sevier,43223,46027,49012,25,6.5,6.5,78
Shelby,51067,54427,59212,8,6.6,8.8,31
Smith,41898,44033,48602,28,5.1,10.4,10
Stewart,42737,45248,48205,30,5.9,6.5,76
Sullivan,44125,47021,50418,18,6.6,7.2,64
Sumner,52015,54570,59105,9,4.9,8.3,43
Tipton,41866,44778,49219,24,7,9.9,15
Trousdale,31874,33321,36454,90,4.5,9.4,23
Unicoi,37049,39632,43044,54,7,8.6,34
Union,34493,36826,40349,75,6.8,9.6,21
Van Buren,31881,34664,36669,89,8.7,5.8,89
Warren,36188,38892,41296,67,7.5,6.2,84
Washington,45144,48475,52089,12,7.4,7.5,59
Wayne,30283,33461,35726,91,10.5,6.8,71
Weakley,38337,41133,45366,42,7.3,10.3,12
White,35019,37603,40770,70,7.4,8.4,36
Williamson,95806,99408,107698,1,3.8,8.3,41
Wilson,52573,54619,59229,7,3.9,8.4,35
,,,,,,,
Texas,54076,55601,59865,,2.8,7.7,
Anderson,36532,38898,42444,232,6.5,9.1,88
Andrews,53300,49329,52943,123,-7.5,7.3,147
Angelina,40417,42691,46170,201,5.6,8.1,117
Aransas,55184,56433,59878,66,2.3,6.1,198
Archer,54894,57669,60101,63,5.1,4.2,240
Armstrong,55506,58244,61382,54,4.9,5.4,219
Atascosa,40588,43238,46737,194,6.5,8.1,121
Austin,53854,55151,58284,82,2.4,5.7,209
Bailey,44309,49655,51709,143,12.1,4.1,242
Bandera,53618,55731,58706,76,3.9,5.3,220
Bastrop,37749,39956,44230,216,5.8,10.7,51
Baylor,48504,54941,58779,75,13.3,7,159
Bee,31593,32880,34738,251,4.1,5.7,211
Bell,43781,46459,49405,170,6.1,6.3,187
Bexar,47081,48348,51780,140,2.7,7.1,150
Blanco,60511,63932,66088,39,5.7,3.4,247
Borden,77185,71300,101470,7,-7.6,42.3,2
Bosque,44165,46807,50943,149,6,8.8,96
Bowie,41563,44597,47792,182,7.3,7.2,149
Brazoria,51117,53365,56360,92,4.4,5.6,213
Brazos,41404,43484,46702,196,5,7.4,144
Brewster,46357,48670,53014,120,5,8.9,92
Briscoe,45182,45515,58862,74,0.7,29.3,5
Brooks,36269,40399,43437,224,11.4,7.5,139
Brown,40734,43001,46028,205,5.6,7,157
Burleson,50401,52934,57482,84,5,8.6,100
Burnet,53648,55779,59381,70,4,6.5,184
Caldwell,34368,37189,41642,235,8.2,12,33
Calhoun,56746,58732,60589,61,3.5,3.2,249
Callahan,45861,48266,50963,148,5.2,5.6,214
Cameron,30361,34040,37861,245,12.1,11.2,40
Camp,39703,42896,46705,195,8,8.9,94
Carson,48921,47782,56357,93,-2.3,17.9,13
Cass,39831,43281,46101,204,8.7,6.5,179
Castro,66556,75830,81900,12,13.9,8,126
Chambers,57391,58687,60591,60,2.3,3.2,248
Cherokee,37366,40202,43376,225,7.6,7.9,133
Childress,33254,36264,39953,240,9.1,10.2,59
Clay,46704,49170,51938,137,5.3,5.6,212
Cochran,41365,46391,62305,50,12.2,34.3,3
Coke,43459,46405,48804,174,6.8,5.2,225
Coleman,46813,50458,54822,104,7.8,8.6,97
Collin,70813,72218,77006,18,2,6.6,175
Collingsworth,44388,47999,54140,110,8.1,12.8,27
Colorado,51419,54702,59219,72,6.4,8.3,112
Comal,63236,64164,67063,35,1.5,4.5,236
Comanche,44216,47532,50112,162,7.5,5.4,218
Concho,31497,34970,38635,243,11,10.5,55
Cooke,53372,55863,59800,68,4.7,7,155
Coryell,32816,35113,37476,247,7,6.7,172
Cottle,53393,61049,73613,22,14.3,20.6,10
Crane,54198,49986,54119,111,-7.8,8.3,110
Crockett,52168,53533,57013,87,2.6,6.5,180
Crosby,41098,45362,52897,124,10.4,16.6,15
Culberson,57475,66079,71297,28,15,7.9,132
Dallam,64391,68821,70511,30,6.9,2.5,251
Dallas,64488,66125,72218,26,2.5,9.2,86
Dawson,40633,43888,46139,202,8,5.1,227
Deaf Smith,50626,55258,60615,59,9.1,9.7,71
Delta,41006,44449,47471,185,8.4,6.8,167
Denton,62252,64434,68773,33,3.5,6.7,171
DeWitt,60771,59557,66916,36,-2,12.4,30
Dickens,40807,46630,50869,152,14.3,9.1,89
Dimmit,49033,50347,55771,96,2.7,10.8,49
Donley,44711,46722,50574,156,4.5,8.2,114
Duval,43378,47167,51887,139,8.7,10,63
Eastland,67745,59608,66400,37,-12,11.4,36
Ector,52948,49351,53610,114,-6.8,8.6,98
Edwards,62452,73295,73981,21,17.4,0.9,252
Ellis,47591,49456,53393,115,3.9,8,129
El Paso,37894,40768,44064,217,7.6,8.1,124
Erath,42446,44773,46906,192,5.5,4.8,231
Falls,36678,40389,43658,222,10.1,8.1,120
Fannin,41009,42843,46449,199,4.5,8.4,104
Fayette,59756,61840,65339,44,3.5,5.7,210
Fisher,46330,48931,57245,85,5.6,17,14
Floyd,44395,44760,53292,116,0.8,19.1,12
Foard,48955,54722,61279,56,11.8,12,32
Fort Bend,63261,63012,65797,42,-0.4,4.4,238
Franklin,44331,47316,51926,138,6.7,9.7,70
Freestone,39140,40983,44014,218,4.7,7.4,145
Frio,33917,35893,39898,241,5.8,11.2,43
Gaines,45865,47535,50616,155,3.6,6.5,181
Galveston,55995,57087,60071,64,2,5.2,223
Garza,33543,32829,36426,248,-2.1,11,47
Gillespie,69396,73481,78039,15,5.9,6.2,193
Glasscock,116639,110206,124963,2,-5.5,13.4,26
Goliad,51154,52404,55947,95,2.4,6.8,169
Gonzales,48605,49879,57578,83,2.6,15.4,19
Gray,44949,46632,49815,166,3.7,6.8,166
Grayson,45771,48260,52055,133,5.4,7.9,135
Gregg,47616,49827,52958,121,4.6,6.3,189
Grimes,37881,39626,41914,233,4.6,5.8,204
Guadalupe,47156,49296,52190,132,4.5,5.9,201
Hale,36347,39454,43543,223,8.5,10.4,58
Hall,34368,38506,48706,175,12,26.5,7
Hamilton,68903,72264,77672,16,4.9,7.5,140
Hansford,65541,68396,77093,17,4.4,12.7,28
Hardeman,47727,51245,54847,102,7.4,7,158
Hardin,49402,50697,52544,131,2.6,3.6,246
Harris,60566,61643,65869,40,1.8,6.9,164
Harrison,43516,44884,47928,181,3.1,6.8,168
Hartley,74916,76075,75790,19,1.5,-0.4,254
Haskell,47449,48768,54321,109,2.8,11.4,37
Hays,48754,51359,56097,94,5.3,9.2,84
Hemphill,68610,69936,75731,20,1.9,8.3,109
Henderson,42660,44938,48594,176,5.3,8.1,119
Hidalgo,28256,31342,34503,252,10.9,10.1,61
Hill,43673,46134,49968,164,5.6,8.3,108
Hockley,45384,48966,52586,130,7.9,7.4,146
Hood,55491,57625,60912,58,3.8,5.7,207
Hopkins,43351,46014,50272,159,6.1,9.3,83
Houston,42259,45960,48835,173,8.8,6.3,191
Howard,46684,46964,51007,147,0.6,8.6,99
Hudspeth,34986,39393,42500,231,12.6,7.9,134
